employee_id,full_name,date_of_birth,gender_identity,work_email,phone_number,home_address_city,home_address_state_ut,home_address_pin_code,hire_date,employment_status,employment_type,department,job_title,manager_employee_id,employee_aadhaar_hash,employee_pan_hash,employee_upi_vpa,employee_epfo_uan_hash,employee_esic_ip_number_hash,company_id,company_legal_name,company_trade_name,company_hq_state_ut,company_industry_nic_code,company_primary_operating_state_ut,company_operating_states_ut_list,company_operating_states_ut_count,company_state_focus_flag,company_state_focus_notes
EMPIN00018314,Ananya Nair,1968-07-08,Male,ananya.nair.empin00018314@india3500.in,+91-9700723019,City_OD_26,OD,489589,2018-03-20,Active,Full-time,Finance,Product Manager,EMPIN00018023,60646d44dac63fdc,64c6391fc8968f07,ananya5394@okicici,a905dba005c92602,799e992ee96c9a64,CMPIN00286,India3500 Limited,India3500,KL,63111,OD,AR;PY;MZ;OD;JH;LA;AS;PB;AP;TN,10,N,Multi-region footprint
EMPIN00018315,Ishaan Bose,1975-06-19,Male,ishaan.bose.empin00018315@india9313.in,+91-9356904328,City_OD_326,OD,778304,2024-10-08,Active,Part-time,Security,Sales Development Rep,EMPIN00018020,220296e434b0c2f5,783075361c2534bf,ishaan851@paytm,bde838bf7b34f94a,2469d2c856d27b96,CMPIN00234,India9313 Limited,India9313,AR,63111,HP,TN;HP;AR;JK;OD;KL;GA;CG,8,N,Multi-region footprint
EMPIN00018316,Ayaan Yadav,1987-11-04,Non-binary,ayaan.yadav.empin00018316@india6870.in,+91-7236466443,City_OD_88,OD,651310,2011-09-08,Active,Full-time,HR,Security Analyst,EMPIN00018017,9b2b73a1e34184e5,080f8d383008e0ff,ayaan6847@upi,7a6f69a20a511371,2b31e1cbd632b541,CMPIN00191,India6870 Limited,India6870,DN,63111,HP,OD;AN;BR;GA;RJ;MH;CG;ML;LA;KL;MP;PB;HP;JH;DL,15,N,Multi-region footprint
EMPIN00018317,Anmol Shetty,1973-01-31,Self-describe,anmol.shetty.empin00018317@india6960.in,+91-7856534766,City_OD_143,OD,652457,2017-04-29,Active,Part-time,IT,Sales Development Rep,EMPIN00018029,ad453a1088792a43,16ee1a68551409eb,anmol4373@upi,739ff93f60dd9d1e,8cab7b0155498392,CMPIN00273,India6960 Limited,India6960,KA,62011,PB,GA;SK;KL;LD;OD;PB;TR;UK;JH,9,N,Multi-region footprint
EMPIN00018318,Neha Bhat,1977-11-21,Female,neha.bhat.empin00018318@india6727.in,+91-6860880816,City_OD_68,OD,733402,2018-01-29,Active,Full-time,IT,HR Specialist,EMPIN00018023,9d3c0f180c0e7abe,8dd58077d57bd263,neha5907@okicici,756e9839d2dc8742,488ddb8dbae86d0f,CMPIN00280,India6727 Limited,India6727,MH,86101,WB,WB;SK;TN;UK;TS;OD;LA;AN;NL;HR;KA;ML,12,N,Multi-region footprint
EMPIN00018319,Anika Banerjee,1998-07-13,Self-describe,anika.banerjee.empin00018319@india8691.in,+91-8073006718,City_OD_6,OD,371481,2012-10-09,Active,Full-time,IT,IT Support Analyst,EMPIN00018025,b936c2078f7312f1,a73801ccc15e8be0,anika8462@ibl,16808df8cdfcb17e,1f57963aab165dbc,CMPIN00319,India8691 Limited,India8691,MP,70200,MH,OD;MH;DN;KL,4,Y,Focused operations in MH
EMPIN00018320,Diya Khan,1979-11-20,Self-describe,diya.khan.empin00018320@india3330.in,+91-9038690548,City_OD_160,OD,588238,2019-01-16,Active,Full-time,Operations,Sales Development Rep,EMPIN00018012,0d7e0914cfb2d452,a848d358f49f2e3d,diya1630@oksbi,cbaff72d620b943f,b562dd465607e8fb,CMPIN00220,India3330 Limited,India3330,CH,52211,TR,WB;OD;DN;TR,4,Y,Focused operations in TR
EMPIN00018321,Ayaan Patel,2001-03-22,Male,ayaan.patel.empin00018321@india7175.in,+91-7271509007,City_OD_2,OD,395587,2018-05-02,Active,Full-time,IT,Customer Support Specialist,EMPIN00018004,408a044e4fa08456,5e2456964d7368c4,ayaan1282@okaxis,30f7b3152a0b22b3,ece8d9e70f860ae2,CMPIN00190,India7175 Limited,India7175,SK,61100,LD,DN;LA;MN;GJ;OD;HP;AP;MH;LD;MP;DL,11,N,Multi-region footprint
EMPIN00018322,Myra Bhat,1994-09-19,Prefer not to say,myra.bhat.empin00018322@india3484.in,+91-8848927185,City_OD_254,OD,791698,2026-01-08,Active,Intern,Product,Data Analyst,EMPIN00018029,6a2d683f23d58c65,a77f9bb94fc7c529,myra1711@okicici,03af0dda740c53ed,fe468871c209b4b9,CMPIN00204,India3484 Limited,India3484,AN,52211,WB,LA;KL;UP;WB;TR;DL;OD;PB;MP;AS,10,N,Multi-region footprint
EMPIN00018323,Rohan Mehta,2002-06-06,Non-binary,rohan.mehta.empin00018323@india3484.in,+91-8245935203,City_OD_65,OD,776145,2020-03-15,Active,Full-time,Product,Data Analyst,EMPIN00018024,a94fa51dc6b1418d,45d823e9affd572e,rohan2602@ibl,92cd1d824317555c,188dc025b9c2fac2,CMPIN00204,India3484 Limited,India3484,AN,52211,WB,LA;KL;UP;WB;TR;DL;OD;PB;MP;AS,10,N,Multi-region footprint
EMPIN00018324,Rohan Reddy,1990-01-06,Self-describe,rohan.reddy.empin00018324@india6169.in,+91-9913527405,City_OD_294,OD,564337,2018-07-26,Active,Full-time,Operations,Senior Data Analyst,EMPIN00018022,19acf41cf16ed305,749e154699de3780,rohan9019@okhdfcbank,caacaadce4bd3d57,d39a8d9b810fa20c,CMPIN00261,India6169 Limited,India6169,SK,41001,TR,HR;MZ;UP;OD;LD;DN;TR;CH;MP;TS;NL;LA,12,N,Multi-region footprint
EMPIN00018325,Neha Banerjee,1983-03-28,Prefer not to say,neha.banerjee.empin00018325@india9650.in,+91-6320723459,City_OD_171,OD,728831,2014-08-07,Leave,Full-time,Engineering,Sales Development Rep,EMPIN00018024,76b75fe2b0317fdf,f3e7c04a4578b7d6,neha6768@paytm,69b6bbe3e77d266d,b6db660eddf8e32a,CMPIN00252,India9650 Limited,India9650,AS,62012,CG,TN;MN;AR;BR;AP;ML;TS;CG;RJ;HP;OD;DN;MH;PB;MZ,15,N,Multi-region footprint
EMPIN00018326,Aarav Joshi,1985-10-23,Non-binary,aarav.joshi.empin00018326@india3330.in,+91-7964564107,City_OD_146,OD,524997,2025-04-14,Active,Full-time,HR,QA Engineer,EMPIN00018009,b54c1cd3e78f7999,26f4c1fc1aeffc42,aarav7301@okaxis,fbe877c10f2aa591,00d32fefcdb70b09,CMPIN00220,India3330 Limited,India3330,CH,52211,TR,WB;OD;DN;TR,4,Y,Focused operations in TR
EMPIN00018327,Myra Mehta,1989-12-18,Male,myra.mehta.empin00018327@india3854.in,+91-9673274214,City_OD_239,OD,712002,2010-04-06,Active,Full-time,IT,HR Specialist,EMPIN00018012,e8bcea95a0440af0,d03774d826c519f8,myra7207@ibl,cbf6c8d6e5ba4467,069c0844830db9df,CMPIN00182,India3854 Limited,India3854,TR,41001,AS,PY;JK;AS;RJ;BR;TN;DL;OD,8,N,Multi-region footprint
EMPIN00018328,Arnav Singh,1974-02-24,Male,arnav.singh.empin00018328@india9493.in,+91-6697934774,City_OD_141,OD,212392,2017-06-05,Active,Full-time,Data,Marketing Analyst,EMPIN00018004,8644f4900491f3ae,097636df27532804,arnav6167@okyesbank,f49941c05dd6987f,140e35d2df33a3de,CMPIN00193,India9493 Limited,India9493,CH,61100,UK,PB;CH;BR;DL;UK;MN;MP;LD;OD,9,N,Multi-region footprint
EMPIN00018329,Sai Menon,1985-11-13,Female,sai.menon.empin00018329@india3522.in,+91-9262045768,City_OD_113,OD,134412,2010-09-11,Active,Full-time,Finance,Sales Development Rep,EMPIN00018028,3b845fd7e90f58c8,f1b3b29cadfe818e,sai9685@upi,b0cfaa9950139fdb,049ffc03a8bf8fd5,CMPIN00162,India3522 Limited,India3522,CH,61100,MZ,AR;UP;GJ;KL;TN;KA;LA;OD;MZ;TS;GA;ML;PY;LD,14,N,Multi-region footprint
EMPIN00018330,Arnav Shetty,2004-12-17,Prefer not to say,arnav.shetty.empin00018330@india3854.in,+91-8599041328,City_OD_117,OD,322465,2021-08-10,Active,Contractor,IT,Account Executive,EMPIN00018001,cc0e59bfcfbe99cd,6adf3538bd5afee3,arnav6507@ibl,c087d29a07f2438b,ddfd76a9a70b990e,CMPIN00182,India3854 Limited,India3854,TR,41001,AS,PY;JK;AS;RJ;BR;TN;DL;OD,8,N,Multi-region footprint
EMPIN00018331,Sai Chaudhary,1981-07-24,Male,sai.chaudhary.empin00018331@india8990.in,+91-8344364225,City_OD_372,OD,108593,2025-06-25,Active,Full-time,Legal,Account Executive,EMPIN00018001,99664cbff8451aab,d06849d8498bbe24,sai2299@okaxis,257bba66b086d950,661d506e4978d4ff,CMPIN00265,India8990 Limited,India8990,HR,86101,CG,GJ;OD;MH;AP;HP;SK;CG;HR;MP;TN;RJ;TS;JK,13,N,Multi-region footprint
EMPIN00018332,Vihaan Kulkarni,1989-03-13,Non-binary,vihaan.kulkarni.empin00018332@india7175.in,+91-6790830625,City_OD_261,OD,551168,2014-04-22,Active,Full-time,Engineering,Account Executive,EMPIN00018014,85aff2e63f58c864,fbcc77a70090d147,vihaan9618@okhdfcbank,13eb85c8a83e78c0,ddce45a133764863,CMPIN00190,India7175 Limited,India7175,SK,61100,LD,DN;LA;MN;GJ;OD;HP;AP;MH;LD;MP;DL,11,N,Multi-region footprint
EMPIN00018333,Anika Kapoor,1976-02-20,Self-describe,anika.kapoor.empin00018333@india2120.in,+91-7872407791,City_OD_309,OD,904816,2012-04-18,Active,Contractor,Legal,Product Manager,EMPIN00018016,d40b2e72881b863d,cb419dca3badef5b,anika1973@okicici,ead05003ff69035a,56a13981aeee7d67,CMPIN00281,India2120 Limited,India2120,TR,86101,PY,LA;CH;GA;MP;AN;PY;HR;HP;WB;DL;OD,11,N,Multi-region footprint
EMPIN00018334,Tanvi Patel,2005-11-08,Prefer not to say,tanvi.patel.empin00018334@india8201.in,+91-7081064611,City_OD_310,OD,590853,2013-03-31,Active,Full-time,Finance,Business Analyst,EMPIN00018010,c3688e7b7e98cf71,38225b30a5c5a747,tanvi9875@upi,8fbb664f2aa0eea6,9f5f6461651c8a9a,CMPIN00174,India8201 Limited,India8201,ML,63111,AS,DN;MH;OD;TR;JH;WB;AP;AS;SK;MN;RJ,11,N,Multi-region footprint
EMPIN00018335,Kiara Banerjee,1963-12-20,Female,kiara.banerjee.empin00018335@india813.in,+91-8244691575,City_OD_157,OD,406640,2012-06-03,Terminated,Full-time,Engineering,Account Executive,EMPIN00018027,bf0806423e14f053,3c142275da06787f,kiara3176@oksbi,6a3ec0a43f8ae9b8,48c83306e7215072,CMPIN00212,India813 Limited,India813,AR,62012,OD,AR;DL;OD;LD;CG;JK;TN;MZ;ML,9,N,Multi-region footprint
EMPIN00018336,Priya Sinha,1984-07-01,Male,priya.sinha.empin00018336@india9866.in,+91-9279173585,City_OD_21,OD,627543,2025-11-30,Active,Intern,Operations,Marketing Analyst,EMPIN00018029,295bac8efe5a6c96,060e2314d03537ba,priya687@okyesbank,1d2ff842e3c65b91,d8eef0204ccb094f,CMPIN00271,India9866 Limited,India9866,MZ,41001,UP,OD;UP;PB,3,Y,Focused operations in UP
EMPIN00018337,Pooja Ghosh,1956-07-15,Female,pooja.ghosh.empin00018337@india5472.in,+91-7779395112,City_OD_287,OD,125624,2023-01-18,Active,Full-time,Finance,Sales Development Rep,EMPIN00018028,c2fe2339f90ef7f7,1dd1fad46985ebb6,pooja5896@okhdfcbank,49e610d90958b4ba,dc4e13c26f84acb2,CMPIN00145,India5472 Limited,India5472,AS,86101,TR,JH;AP;BR;MZ;UK;TR;NL;GA;OD;UP;KA;TS;LD,13,N,Multi-region footprint
EMPIN00018338,Rahul Kulkarni,1977-11-27,Non-binary,rahul.kulkarni.empin00018338@india9582.in,+91-7102244722,City_OD_399,OD,549809,2025-05-27,Active,Full-time,Product,QA Engineer,EMPIN00018014,33cb02df143609de,c5f12187914461db,rahul599@paytm,298c16b72b5d89bf,7db5ca145ae4e2e9,CMPIN00229,India9582 Limited,India9582,UK,49300,AP,DN;KL;AP;KA;GJ;RJ;OD;HP;GA;MH;MP;NL;TN;CG;LA,15,N,Multi-region footprint
EMPIN00018339,Kiara Khan,1984-04-12,Prefer not to say,kiara.khan.empin00018339@india8813.in,+91-7717528270,City_OD_180,OD,201830,2024-08-27,Active,Contractor,Sales,Account Executive,EMPIN00018026,d855c90960c956e2,5207a0658a7a3dcb,kiara4863@paytm,19fe1e4735d8d289,ae4e301e916dcd51,CMPIN00306,India8813 Limited,India8813,AN,10710,LD,OD;JH;WB;PB;AP;BR;KL;LA;HR;CH;LD;NL;AR;GA;AN,15,N,Multi-region footprint
EMPIN00018340,Tanvi Nair,1974-03-09,Non-binary,tanvi.nair.empin00018340@india9493.in,+91-6836569306,City_OD_156,OD,637898,2012-11-20,Active,Full-time,Product,Sales Development Rep,EMPIN00018026,58382020cec7d301,76c07ee11b07b6ed,tanvi7511@oksbi,8ea039f22cb70e00,9af5d4da6505109b,CMPIN00193,India9493 Limited,India9493,CH,61100,UK,PB;CH;BR;DL;UK;MN;MP;LD;OD,9,N,Multi-region footprint
EMPIN00018341,Nisha Siddiqui,1975-03-28,Self-describe,nisha.siddiqui.empin00018341@india8990.in,+91-6228331272,City_OD_326,OD,733749,2024-09-22,Active,Full-time,Legal,QA Engineer,EMPIN00018010,dc97e60716d2b1a3,3c2883f4745ebd69,nisha7807@okyesbank,6b50bf6424ed250a,35742a2a995eeca9,CMPIN00265,India8990 Limited,India8990,HR,86101,CG,GJ;OD;MH;AP;HP;SK;CG;HR;MP;TN;RJ;TS;JK,13,N,Multi-region footprint
EMPIN00018342,Ayaan Nair,1968-03-27,Self-describe,ayaan.nair.empin00018342@india3484.in,+91-8680021868,City_OD_198,OD,837818,2024-11-26,Active,Full-time,Finance,Business Analyst,EMPIN00018008,54c350e60eabcac5,7b0476619a073ccf,ayaan5510@okhdfcbank,5ecd413724e6ce43,4844e4fc86fecca7,CMPIN00204,India3484 Limited,India3484,AN,52211,WB,LA;KL;UP;WB;TR;DL;OD;PB;MP;AS,10,N,Multi-region footprint
EMPIN00018343,Ayaan Iyer,1968-10-02,Female,ayaan.iyer.empin00018343@india9866.in,+91-6563544523,City_OD_241,OD,711539,2024-02-07,Active,Full-time,Operations,Financial Analyst,EMPIN00018016,03cb465335c8f2b8,7807e592ff04f761,ayaan4946@oksbi,e80eb0030fc46482,d6b893f5399e9d34,CMPIN00271,India9866 Limited,India9866,MZ,41001,UP,OD;UP;PB,3,Y,Focused operations in UP
EMPIN00018344,Aarav Singh,1986-01-03,Non-binary,aarav.singh.empin00018344@odworks313.in,+91-9568248321,City_OD_148,OD,525519,2010-06-23,Active,Full-time,Operations,Senior Data Analyst,EMPIN00018010,fe6a5d71f1a2e464,203e4fe1e99cb6a2,aarav1246@okhdfcbank,72d4d477ff592f0b,93c9257b86ca30a6,CMPIN00073,ODWorks313 Private Limited,ODWorks313,OD,56101,OD,OD,1,Y,Focused operations in OD
EMPIN00018345,Isha Khan,1964-10-03,Male,isha.khan.empin00018345@odworks128.in,+91-6274405269,City_OD_105,OD,237007,2025-01-02,Active,Part-time,Product,QA Engineer,EMPIN00018030,d0055a61abc5cc7f,868ddb9f15a11928,isha7517@oksbi,42cf8394d87e0c40,0e118611a39f6f1b,CMPIN00075,ODWorks128 Private Limited,ODWorks128,OD,30110,OD,OD,1,Y,Focused operations in OD
EMPIN00018346,Arjun Chatterjee,1965-12-12,Prefer not to say,arjun.chatterjee.empin00018346@india5472.in,+91-6062568390,City_OD_137,OD,147737,2025-06-05,Active,Part-time,HR,Account Executive,EMPIN00018017,3746d4cdd3a1834b,8055ce7afb5810a8,arjun5815@paytm,840cdfd5bb207f87,319190c4b98480f7,CMPIN00145,India5472 Limited,India5472,AS,86101,TR,JH;AP;BR;MZ;UK;TR;NL;GA;OD;UP;KA;TS;LD,13,N,Multi-region footprint
EMPIN00018347,Reyansh Saxena,1983-06-16,Male,reyansh.saxena.empin00018347@india6960.in,+91-7863123495,City_OD_372,OD,633143,2023-04-11,Active,Full-time,HR,Operations Manager,EMPIN00018007,9ceea61656bb2a72,9b471a3ed3333a65,reyansh3355@okicici,fc3d6aaa5229f8e0,cdf69d8d607f32a4,CMPIN00273,India6960 Limited,India6960,KA,62011,PB,GA;SK;KL;LD;OD;PB;TR;UK;JH,9,N,Multi-region footprint
EMPIN00018348,Rahul Kulkarni,1981-12-21,Self-describe,rahul.kulkarni.empin00018348@india3522.in,+91-9184960752,City_OD_283,OD,889533,2010-02-05,Active,Full-time,Operations,Customer Support Specialist,EMPIN00018017,a21b9e4934bab7fb,a8b90a15610b797a,rahul3944@okhdfcbank,8f26711699b89bc3,e2955c0296f77da5,CMPIN00162,India3522 Limited,India3522,CH,61100,MZ,AR;UP;GJ;KL;TN;KA;LA;OD;MZ;TS;GA;ML;PY;LD,14,N,Multi-region footprint
EMPIN00018349,Tanvi Rao,1998-11-08,Self-describe,tanvi.rao.empin00018349@india9866.in,+91-8639446620,City_OD_135,OD,226136,2014-01-10,Active,Full-time,Data,Customer Support Specialist,EMPIN00018025,7f4f684ef8027d24,f0e29832bad000f2,tanvi2116@paytm,114d4391c9c7b669,7dbbecdfa50cef4b,CMPIN00271,India9866 Limited,India9866,MZ,41001,UP,OD;UP;PB,3,Y,Focused operations in UP
EMPIN00018350,Ayaan Menon,1977-05-17,Non-binary,ayaan.menon.empin00018350@india6960.in,+91-9134564281,City_OD_310,OD,609900,2014-11-27,Active,Full-time,HR,IT Support Analyst,EMPIN00018001,ade8c3affb0befd8,030d49433338f07f,ayaan4744@oksbi,4bff351bdecaa100,f4d7dc50d44c7605,CMPIN00273,India6960 Limited,India6960,KA,62011,PB,GA;SK;KL;LD;OD;PB;TR;UK;JH,9,N,Multi-region footprint
EMPIN00018351,Manav Iyer,1979-07-02,Female,manav.iyer.empin00018351@india8990.in,+91-8701432421,City_OD_144,OD,812988,2019-04-19,Active,Contractor,Data,Sales Development Rep,EMPIN00018001,4eca4d99e9dcaca2,63ba8a8a9bb8e0d9,manav552@upi,08ab6dc0d9a3e90e,1309e2a30dd3ec3e,CMPIN00265,India8990 Limited,India8990,HR,86101,CG,GJ;OD;MH;AP;HP;SK;CG;HR;MP;TN;RJ;TS;JK,13,N,Multi-region footprint
EMPIN00018352,Priya Qureshi,1998-06-30,Self-describe,priya.qureshi.empin00018352@india5479.in,+91-8260301193,City_OD_241,OD,194987,2014-11-03,Active,Full-time,Engineering,Product Manager,EMPIN00018003,7b730140a03f652f,01212b22c0eacaf6,priya844@okhdfcbank,1d1d6188afbd6eba,ea76554abdfb64f4,CMPIN00160,India5479 Limited,India5479,UP,56101,TN,RJ;MP;ML;AS;DN;KL;TN;AR;KA;OD;UP;DL;HR,13,N,Multi-region footprint
EMPIN00018353,Ayaan Mehta,1960-01-11,Female,ayaan.mehta.empin00018353@india4159.in,+91-6272483248,City_OD_22,OD,982275,2022-05-29,Active,Full-time,Sales,HR Specialist,EMPIN00018023,68b0eb19b5098218,420aae75822b07bf,ayaan8268@ibl,399c35597e6e9d6b,5f24f21ab1706ecf,CMPIN00267,India4159 Limited,India4159,TS,70200,UK,JK;PY;OD;JH;UK;LD;WB;CG;AR;BR,10,N,Multi-region footprint
EMPIN00018354,Rohan Rao,2005-07-15,Male,rohan.rao.empin00018354@india3346.in,+91-8322374233,City_OD_240,OD,766187,2010-09-20,Terminated,Full-time,Product,Financial Analyst,EMPIN00018001,e6caaa4893a443c6,96506c2f18062e0c,rohan9841@okyesbank,55d93a009a03f2dc,0b9ad33ee3b5c908,CMPIN00210,India3346 Limited,India3346,AP,47110,TS,OD;PB;RJ;LD;MP;UP;AR;NL;DN;TS;TN;LA;PY;HR;DL,15,N,Multi-region footprint
EMPIN00018355,Anika Reddy,1991-04-05,Prefer not to say,anika.reddy.empin00018355@india4886.in,+91-9852023999,City_OD_235,OD,445348,2025-07-15,Active,Full-time,Legal,Operations Manager,EMPIN00018030,de0ff389142278cd,e4784e831386c794,anika4798@okaxis,8522646f5422fc58,0f0e43ce6f90bac6,CMPIN00156,India4886 Limited,India4886,TN,62012,MH,HR;DL;UP;MN;MH;AS;WB;PY;LA;AR;OD,11,N,Multi-region footprint
EMPIN00018356,Manav Bhat,1964-08-14,Non-binary,manav.bhat.empin00018356@india5479.in,+91-7521253499,City_OD_117,OD,264680,2018-11-24,Leave,Full-time,Product,Data Analyst,EMPIN00018016,047445e7241d39cd,7ad6c1a86cdd868c,manav1340@ibl,c33534ecb75bc4d7,11acbd2149ccb506,CMPIN00160,India5479 Limited,India5479,UP,56101,TN,RJ;MP;ML;AS;DN;KL;TN;AR;KA;OD;UP;DL;HR,13,N,Multi-region footprint
EMPIN00018357,Diya Sinha,1979-08-01,Female,diya.sinha.empin00018357@india248.in,+91-8567347669,City_OD_266,OD,166072,2023-12-19,Leave,Full-time,Engineering,QA Engineer,EMPIN00018002,72379475b656d80b,0cabdcd00b251fa4,diya6964@okicici,36925adc4250959f,18793376455f1f58,CMPIN00223,India248 Limited,India248,DL,62012,JH,OD;UK;ML;WB;SK;AR;JH;CG;GA;KA;DL;AS;TR;TN;DN,15,N,Multi-region footprint
EMPIN00018358,Diya Saxena,1965-01-01,Self-describe,diya.saxena.empin00018358@india7175.in,+91-8798768672,City_OD_242,OD,936545,2026-02-16,Active,Temp,Security,Data Engineer,EMPIN00018012,2765cf01255b5e7e,b6ef4ed40b1c50cf,diya9245@okicici,207969d79c4ed177,a1b86b2e94984907,CMPIN00190,India7175 Limited,India7175,SK,61100,LD,DN;LA;MN;GJ;OD;HP;AP;MH;LD;MP;DL,11,N,Multi-region footprint
EMPIN00018359,Anmol Verma,1991-05-11,Prefer not to say,anmol.verma.empin00018359@india3853.in,+91-7048040631,City_OD_286,OD,349175,2011-02-15,Active,Full-time,Operations,Security Analyst,EMPIN00018022,c2bd2f1ee063a946,039ce921bcb66916,anmol1372@okyesbank,5c8d98e2da28cdc5,c60f250cc8bb7db3,CMPIN00228,India3853 Limited,India3853,RJ,70200,GA,HR;DL;JH;PY;SK;OD;DN;TS;AP;GA;ML;BR;LD,13,N,Multi-region footprint
EMPIN00018360,Vihaan Chatterjee,2002-01-08,Self-describe,vihaan.chatterjee.empin00018360@india8954.in,+91-8250909157,City_OD_63,OD,394119,2017-03-05,Active,Full-time,Sales,Data Engineer,EMPIN00018014,11764917b357a69d,546b3c9c7cf60c1e,vihaan422@okicici,3073ed27aec200d4,d465db5e435315cb,CMPIN00175,India8954 Limited,India8954,MN,80100,DL,MP;RJ;DL;TS;DN;CH;UP;LD;KL;NL;AP;OD;PY;KA;AR,15,N,Multi-region footprint
EMPIN00018361,Ira Bhat,1956-07-25,Non-binary,ira.bhat.empin00018361@india248.in,+91-8326757057,City_OD_143,OD,615582,2012-03-13,Active,Full-time,HR,Account Executive,EMPIN00018027,e798357936e25fc8,4a56a16c559dab7f,ira8103@oksbi,0a501454a9ca89d8,0bc5784071144649,CMPIN00223,India248 Limited,India248,DL,62012,JH,OD;UK;ML;WB;SK;AR;JH;CG;GA;KA;DL;AS;TR;TN;DN,15,N,Multi-region footprint
EMPIN00018362,Anika Kumar,1987-11-13,Male,anika.kumar.empin00018362@india3500.in,+91-6341348033,City_OD_34,OD,703354,2022-05-26,Active,Full-time,Product,Security Analyst,EMPIN00018021,d179891142c18d14,8fc7d9151d10c6d7,anika5854@upi,fbbcb527f3727260,807445b173c81125,CMPIN00286,India3500 Limited,India3500,KL,63111,OD,AR;PY;MZ;OD;JH;LA;AS;PB;AP;TN,10,N,Multi-region footprint
EMPIN00018363,Isha Mahajan,1992-04-28,Male,isha.mahajan.empin00018363@india5472.in,+91-9089055584,City_OD_141,OD,729122,2023-03-21,Active,Full-time,Product,Product Manager,EMPIN00018008,9d4f49cc3a60d76f,76ee7d4c976df8fc,isha568@okaxis,076f87c069c7e3c8,554db3372a612e13,CMPIN00145,India5472 Limited,India5472,AS,86101,TR,JH;AP;BR;MZ;UK;TR;NL;GA;OD;UP;KA;TS;LD,13,N,Multi-region footprint
EMPIN00018364,Saanvi Kumar,1990-09-25,Self-describe,saanvi.kumar.empin00018364@india7175.in,+91-7198229662,City_OD_302,OD,690221,2016-07-13,Active,Full-time,Operations,Business Analyst,EMPIN00018012,855d5fb48960cd86,58a9bca5fb88e9cc,saanvi5449@paytm,6475f131c3a9122e,abd7ef5da5c1dbba,CMPIN00190,India7175 Limited,India7175,SK,61100,LD,DN;LA;MN;GJ;OD;HP;AP;MH;LD;MP;DL,11,N,Multi-region footprint
EMPIN00018365,Reyansh Sinha,1969-11-08,Self-describe,reyansh.sinha.empin00018365@india6870.in,+91-9318383327,City_OD_201,OD,552549,2017-08-21,Active,Full-time,HR,Business Analyst,EMPIN00018028,372aeb80c3ea4abb,5bef3bd632e24602,reyansh5788@okicici,929dff1c77be369e,218a633ad9f9c447,CMPIN00191,India6870 Limited,India6870,DN,63111,HP,OD;AN;BR;GA;RJ;MH;CG;ML;LA;KL;MP;PB;HP;JH;DL,15,N,Multi-region footprint
EMPIN00018366,Tanvi Iyer,1978-02-27,Female,tanvi.iyer.empin00018366@odworks183.in,+91-9937599338,City_OD_111,OD,330673,2023-03-12,Active,Full-time,Operations,Senior Data Analyst,EMPIN00018024,4b29f254bd578d76,f9cc41b48c5470a7,tanvi8638@oksbi,c8484c875ce77ae9,b37fabb92591b77d,CMPIN00076,ODWorks183 Private Limited,ODWorks183,OD,47110,OD,OD,1,Y,Focused operations in OD
EMPIN00018367,Ishaan Ghosh,1963-02-11,Self-describe,ishaan.ghosh.empin00018367@india8201.in,+91-6438441736,City_OD_282,OD,707331,2011-11-18,Active,Full-time,Operations,Data Analyst,EMPIN00018008,792f847dd9417683,e3b6a006ee95c47c,ishaan1500@okhdfcbank,257659df527d1ddb,70ef8d016e87e0c9,CMPIN00174,India8201 Limited,India8201,ML,63111,AS,DN;MH;OD;TR;JH;WB;AP;AS;SK;MN;RJ,11,N,Multi-region footprint
EMPIN00018368,Saanvi Jain,1997-11-19,Male,saanvi.jain.empin00018368@india9582.in,+91-7358713329,City_OD_91,OD,459695,2017-11-28,Active,Full-time,Product,Data Analyst,EMPIN00018011,0a9bdfb18e659382,9f5e58c4c6369c5e,saanvi9175@okicici,383ac55c803c7f05,e8325f8b9e6c6851,CMPIN00229,India9582 Limited,India9582,UK,49300,AP,DN;KL;AP;KA;GJ;RJ;OD;HP;GA;MH;MP;NL;TN;CG;LA,15,N,Multi-region footprint
EMPIN00018369,Kavya Patel,1969-11-27,Non-binary,kavya.patel.empin00018369@india6346.in,+91-6836379799,City_OD_325,OD,165912,2016-03-25,Active,Full-time,Finance,Senior Data Analyst,EMPIN00018002,de3e4488f427dd7d,a27da65dc8c07d40,kavya2219@okaxis,8cd4f786be3d7a62,b08ca431bc948ee4,CMPIN00246,India6346 Limited,India6346,OD,49300,MN,CG;JH;NL;CH;KL;GA;TS;AN;LD;UP;MZ;MN;OD;KA;SK,15,N,Multi-region footprint
EMPIN00018370,Myra Bhat,2005-12-12,Prefer not to say,myra.bhat.empin00018370@india5114.in,+91-6565919266,City_OD_168,OD,939568,2024-02-27,Active,Full-time,Engineering,Data Engineer,EMPIN00018005,ed15fff81bf25e47,1ef8337a52dc0bc8,myra7204@oksbi,45a45d41dbdb7c85,cb55b213152d1ca4,CMPIN00169,India5114 Limited,India5114,JK,30110,AR,TR;OD;TN;AP;AR;ML;JK;LD;TS;DL,10,N,Multi-region footprint
