tax_income_tax_year,tax_income_state_ut_code,tax_income_district_lgd_code,tax_income_pan_hash,tax_income_aadhaar_pan_linked_flag,tax_income_return_count,tax_income_total_income_inr,tax_income_taxable_income_inr,tax_income_total_tax_liability_inr,tax_income_effective_tax_rate_pct,tax_income_tds_withheld_inr,tax_income_self_assessment_paid_inr,tax_income_refund_amount_total_inr,tax_income_capital_gains_net_inr,tax_income_house_property_income_inr,tax_income_business_profession_income_inr,tax_income_tax_regime_code,tax_income_audit_selection_rate_pct,tax_income_processing_time_days_median,tax_income_data_extract_date
2024,AS,036918,bfde62a39fc3ce7f01818d362008982c5f30b369a45154d4a096f2b767ce0291,1,5598,3779974,2894683,497073,17.17,540553,0,43480,334508,425143,1181058,NEW,0.8,107,2024-04-23
2019,RJ,218459,c7c489bf31218c2487d86747fb73ac4951046b4b36602224382823c88f3d8972,1,11972,5533386,3117471,410533,13.17,316529,32065,0,454286,-68075,1880718,OLD,1.19,41,2025-11-15
2018,AN,296316,99af898a46a02e1468b23e255509a3666d376cc96ef6a7cd0ee9ceabc7227975,0,89405,1778963,1193684,35810,3.0,35079,497,0,101392,63567,39158,NEW,2.47,108,2024-10-12
2023,UP,272621,55e000949511afc4c8c2f5d9a895033b249807aa7c595691423e8f653609ba7f,1,132343,4893801,4073843,234931,5.77,153853,76472,0,583387,403830,1657515,OLD,2.06,62,2025-06-29
2024,MZ,177573,01dbc3801bd125645a1832f5f71ca0e1c755373a5ebb618bce14f5fe077fe330,1,21062,3856908,2344533,567530,24.21,235080,29762,0,106188,288071,195138,NEW,5.32,38,2024-05-20
2025,GJ,070591,2eb9b53ff67faae2f89af0fcb119a4d5adeec952f1349662971d1aecda54e903,1,196546,3054560,2615835,196065,7.5,189736,3203,0,348652,41351,721152,OLD,3.19,7,2024-07-27
2025,LA,348281,c945a200a71bde1146c46d6242cded456e5568de11f2f9f4c5b26ca7df51db88,1,155353,5707873,4664451,936960,20.09,829331,40088,0,46548,388300,1426597,NEW,5.27,15,2024-02-26
2018,DH,318918,d46dd79262aa888f2e00cc40501dde8187ec2f9915b1a1ac1459c8d8fb2a6108,1,132884,1009045,741414,128557,17.34,98872,11824,0,244779,98254,57689,OLD,2.38,68,2024-04-05
2024,TN,237183,63f5ad5912fccf06760781083ae33217ffa528a21e6794339cb09314b11e3f3d,0,15325,4118201,2924032,207160,7.08,231802,0,24642,622747,331766,1786471,OLD,5.45,75,2026-01-03
2024,BR,048792,fc7aaed11a03ce0ee66b09789ed5d216c98d69d351dd603a50d17150ae7c31d8,1,104251,2481643,2340950,210177,8.98,206353,1102,0,46574,68504,712498,NEW,0.52,107,2024-05-04
2023,AR,025861,3d832b903574d3a68d8e851925bef05b3cf88458b61a3b8ba987cb7b87c4b1fd,0,184230,4139779,3261580,400331,12.27,296431,26230,0,197389,73188,417087,NEW,2.73,25,2025-05-06
2024,KL,124683,13aeac515c5c6f336d22075929329fb84a5a761598730fc13341525f8782bef9,1,48351,961272,896123,252401,28.17,111738,101038,0,176982,67378,22016,OLD,5.42,72,2025-08-29
2024,GA,063224,2c95aa041da511903e01f2f709f022d1170b624a1ce884206deaec3ec305799e,1,108629,4457328,3242038,976560,30.12,1075064,0,98504,815325,88156,1554540,NEW,2.75,12,2024-03-01
2021,DH,319217,a27efd49e306bad016e7a87d55140e9794568f76eb33d5626885b93fe85dd4b8,1,113265,550886,443846,54931,12.38,65242,0,10311,50266,221614,208561,OLD,4.42,64,2024-08-21
2018,HR,086972,dc59ec5fbca8e80c345e4b178bc07c626b9c54f6046a668cb9ca9b7e95676ee8,1,139578,2190778,2104202,63126,3.0,57294,3028,0,81298,341282,89347,NEW,2.23,23,2025-01-12
2021,KA,111904,1f712056f443ddfc062149ad29671cb38586a5a4e598d75582466c51ff677580,1,183777,5453091,3290160,632656,19.23,641867,0,9211,730615,237408,631706,OLD,4.99,30,2024-09-22
2019,PY,369569,4810a44d386b554516c3ff7f8d3e3c05125c69802dd67ccf9889e0239dd897c0,1,27052,3851289,2553387,341194,13.36,274599,16235,0,266121,-105287,1113292,OLD,3.83,51,2025-11-24
2018,CH,300592,7ee36a69b6501eec08d82628222f4f4093da9658fc1d9a3e0ac34574daf22ed6,1,13514,3024874,2856020,449939,15.75,265155,2085,0,73208,221180,570308,NEW,4.89,54,2024-05-18
2018,HR,085875,9e9cc4da021e031c2297d527881fea30f96792c1664c419b372c48c7255dffbd,1,18811,2086471,1526174,215837,14.14,243821,0,27984,180478,125913,321588,NEW,3.27,16,2025-07-24
2023,MH,141905,bbf92c27e35a7fc896e1b75e39c1e4b153957304f141dd148ae9db31d0ff9d80,0,54170,672923,448822,94011,20.95,89374,1019,0,126343,-80957,128530,OLD,3.86,73,2024-12-08
2022,OD,196643,b65de0c9edf84220ef1172a14ce91efa86e1aba0d94289fc7951d906e6281080,1,71383,800135,783217,76301,9.74,64005,11995,0,70839,68325,181940,NEW,3.22,49,2024-11-01
2022,TS,244126,46917c326ac9804a9e248b9fd2496a1273d424d72767880727f8771bbbd808f5,1,175797,4342511,2579234,736737,28.56,696708,38846,0,44272,432636,360854,NEW,3.45,104,2024-09-20
2023,LA,344371,6e3aa72e805716d83a6074f50f82885f90cecbc4bb5dd9ea07dceefccd1cb981,0,104566,1753934,1425884,192208,13.48,155590,28110,0,52792,78730,306286,OLD,4.17,74,2025-06-16
2022,DL,326715,974878381826160af5258bc189a0f349d604d88c8c4bb6127e2ffd0996bba438,1,149242,583961,519066,56750,10.93,25350,19164,0,87060,286972,18348,OLD,0.81,106,2024-10-07
2023,PY,367561,c187f9972f42091be1a6ecf8ee9f7446fa5cdc589a1ef0b990ae7675a1804508,1,115524,2713616,2410499,711922,29.53,660914,34114,0,354230,-6283,7394,OLD,4.63,5,2025-05-09
2018,AR,023800,df4d1fc3d5c9bc456a97e0c166f351ab1bf9143379a5e4aea0b72edf65919ea1,1,190547,2467567,1825980,209267,11.46,84580,74880,0,416317,383155,1082859,NEW,2.2,55,2024-01-27
2024,HP,099976,71add862520f1bed29031278aa27d23ab1a6892f317908750f2163109f2a3f92,1,66627,5753904,3273414,98202,3.0,56591,26915,0,822449,343973,141911,OLD,0.17,101,2024-08-03
2021,RJ,214984,e174bf376aff26363415f9ff8835eab840571c1cd28c9de52ad889757487961c,1,134137,1497199,1364908,67846,4.97,35604,7068,0,186112,-28989,29292,OLD,3.9,24,2024-12-30
2019,AR,021603,674ea4ff00b4eeaeb16ed6f7c88591c3fe00c03292e989bed1d74a39e9f88efb,1,55259,1715209,1535415,350956,22.86,235876,112398,0,203732,273969,686911,NEW,3.72,28,2024-06-21
2024,MP,130063,49e4b39bd3b000f0083ce9050eaa2dea5a9e401a7496efcd382ffbef99b424d3,1,47436,1113087,725814,130605,17.99,147146,0,16541,267568,411301,488886,NEW,4.38,85,2024-03-29
2023,GA,062024,4e2a3b0f482573b458ef6c3ec977aad3e69df26bc953aab405ec78a96b1ab2b4,0,196300,1250986,871220,149046,17.11,69121,18721,0,269678,395610,475425,NEW,5.99,5,2024-06-22
2018,LA,346910,20ad14255290b29f5d152f36f4cfe2fd9dbc483e259e3f75e50625ab6a512556,1,5776,3271262,2520228,75606,3.0,51860,12197,0,313123,291357,205427,OLD,2.82,114,2025-02-25
2019,AS,035394,ac4d07fd51b338ac1aadbff5d58b42f0c391b85a054b3e453bd92b6370c238bf,1,55259,1454055,871097,45736,5.25,46085,0,349,237545,295908,418461,NEW,5.84,113,2026-01-23
2018,GA,063378,32a925cb86136bf3a31ed9992b0e8f3d72d2e697312d418c245e4f581cee88f2,1,77828,4360184,3936560,499111,12.68,544267,0,45156,22272,165407,1367423,NEW,3.51,115,2025-06-10
2020,HR,084813,e738220aacb284daa84b541a1baf7acc83ac4ea16d4bf0d75166de7ee5906912,1,28447,4932460,4668588,669297,14.34,661870,2850,0,25834,-34940,1712787,OLD,2.21,94,2025-12-12
2018,GA,068381,16791d23d4abc24452a48761d3f709191acd9d5a91f10b506b57e3af0db4ef10,0,154606,3000059,2047610,246749,12.05,289231,0,42482,238933,-106815,152402,OLD,4.1,119,2025-03-05
2023,RJ,215715,3bf60b035b67d8aa0e0c0b78d7120620528404b3456bcb5f1f5ca703668b870a,1,72532,1550752,1469078,236342,16.09,226116,3168,0,292614,47188,272682,NEW,1.26,116,2024-01-24
2022,MH,140580,73ca0afc6363573ea7e9754b754f55ab590f50cbe98ace20c147eb0a9e672ad2,1,92324,4951694,4428665,1039564,23.47,1035240,1628,0,1145646,24315,615216,NEW,5.8,32,2024-04-25
2025,JK,330490,554dd83c4d1672deab55198c23252852164181c87b2238b4f49afe91aba91216,0,61470,5803230,5007984,1018751,20.34,751485,60858,0,990866,400880,1709238,OLD,2.7,21,2025-08-20
2023,JH,104820,ec49706ecfe18b2821aac16709abac630b1a65780be65a89881eaa410cacede6,1,178486,5516713,5333205,1043235,19.56,669384,11182,0,974236,358082,852997,NEW,0.16,100,2025-04-30
2022,PB,204042,d6d125af26ce472a60feec476a1253e11278b8ffbe10f3d405356483ffbab733,1,84925,5532227,3815021,680940,17.85,523983,65346,0,44421,65019,1266714,NEW,3.97,56,2025-10-23
2022,TS,248505,0e47b33c846415cebd1fbd54079fa07c2d7a7c8a398725accc316b3965977aca,0,157677,4872009,4597843,295627,6.43,299864,0,4237,1132936,96133,1373404,NEW,0.81,9,2024-11-20
2018,TN,235829,fc903b493623f3f0cb13b05bcbbb0a8bff32148df2d0f74c83efe1873d2b3728,1,125119,4469069,2647090,512168,19.35,471302,31871,0,96971,303637,1741215,OLD,0.62,55,2026-01-04
2018,AN,297568,cad815b12245709052b7d64489add19815db7bc9a60ca5fd84ac18718e07b539,1,191196,5745476,4340971,220113,5.07,223969,0,3856,1360109,266617,2380997,OLD,0.24,4,2024-10-09
2022,HR,085851,e149f7e423025fd954311fa0edec179f633821c056668bc92c6d0d95621c81ea,1,121026,2135684,1681562,383619,22.81,346050,12262,0,75659,385328,666443,NEW,5.31,70,2025-10-23
2018,OD,193452,9f5feddaefde0a820e0f22bea958772808adebf1f16ddd3bfb4f5aeca3ff055c,0,197176,5584860,3366601,487254,14.47,480666,3051,0,46611,296552,393040,OLD,0.3,81,2024-04-27
2018,AN,296573,78973d6e58f860c02623892334266122b8820f11bef714bd3c6bdd03c0e05f5f,0,139959,270250,234323,43599,18.61,22869,16503,0,38078,274323,108103,OLD,3.27,8,2024-12-21
2019,DL,326214,c53f63430af318b807ebbd795e23d1691749ef76eaac1b2e1255f71b81c710e9,1,12727,5020223,3786889,1045538,27.61,688933,171509,0,142634,322120,462021,NEW,2.99,17,2026-02-21
2025,TN,237202,9b1a57f52e79983d16429ab53c90ff9a57ad9f9b97e02cc0d0cb30e53a343879,1,32180,2104231,1569508,187385,11.94,159081,15713,0,15158,389550,50364,NEW,5.48,108,2025-09-17
2021,TS,241892,a756ae7a273d6db45dd21085fea21fad79fd28b7d3a89e39781c6d1d16ca2ede,0,158141,1861900,1489555,47552,3.19,19650,4827,0,310856,97940,366369,OLD,5.48,48,2024-11-05
2023,DL,326415,f2cc1483b0ec6b5d5e3342d3c4f6c1aff2d4b2f50c1ca723e17a5316e5ff8db2,1,10142,4100779,2492970,711112,28.52,803441,0,92329,756857,23278,1263397,OLD,5.53,8,2025-12-07
2021,TN,232854,6357203f6316a606c416e042fc5e4e08fe53a2d1121ebb1abd6b0ad96d808944,0,38813,1169842,744032,86899,11.68,51408,32995,0,85673,398605,78629,NEW,2.46,4,2024-12-25
2019,LD,357902,f25159c5aa65059f4c3dc089a0e1b7210324543668ed3a832cf02e520b1bdc1e,1,158371,5963795,3743440,486974,13.01,229268,69056,0,795433,-27922,803410,NEW,2.89,49,2026-01-12
2020,CG,057985,9278b499f026867779e1128533f9b50cd645b130789923092037a70abe395047,1,71605,4403016,4223949,400124,9.47,372675,9540,0,645091,46553,158627,NEW,4.97,13,2024-03-15
2018,MP,136247,5d340b319c8266472940d37b4700f7e12fe2fa7c2181d4d484630a7b486a9b5f,0,44213,262258,231435,31117,13.45,17269,1590,0,10545,-42404,72958,OLD,0.81,18,2025-10-12
2024,CG,059466,afd775514896ace5aeaddbf356389ca3cf2807ab7919ef21746d698e9c22212b,1,40372,5096344,3962686,660621,16.67,561229,50987,0,560678,356556,1624240,OLD,0.78,27,2025-06-15
2019,BR,045375,6f396184fcaa8f12fab1e73002799957515cbd13ce14c216fe0b1575ef94713d,1,63817,781258,651229,175740,26.99,105300,51921,0,124409,402721,182704,NEW,5.54,85,2024-05-19
2021,MZ,170251,3b56915bad4a3f8ccb9c9f9919243969fdff08037c8a8a84d7c27e329dc5e303,1,167735,4965272,4118646,949147,23.05,505661,304261,0,1099425,122097,993026,NEW,0.27,67,2024-08-10
2025,HP,096061,19c0403789cd30f7b3831651c528a134a916bd30cad1b67ba3f97ca6ac9f5d43,1,91680,4905234,3251230,534014,16.42,527604,5484,0,513653,-63264,1871178,NEW,2.36,93,2025-10-05
2022,MN,157776,c39a6fc5c80657b685ea07f5954c86b2b018dd73796c9e51dc5c619d8c15c370,0,190823,3915191,2299162,561986,24.44,399402,46591,0,684506,13510,738536,NEW,1.25,41,2025-08-05
2021,ML,161011,5468e6c3a47fb13bc9594fdc39a6d00a28cd1c9bcc5e03ec2612e5e1c5300189,0,143544,3662464,2888305,783577,27.13,673524,34629,0,459346,209961,728084,OLD,0.6,12,2024-05-29
2022,TN,231046,89ac1ed6f0cdcc6dc42d29ed5f552aa98ab24a9da2bda475ad3e3eb2e909c7cd,1,54388,5004728,3318676,99560,3.0,57037,41059,0,884692,75766,1300216,OLD,5.85,68,2024-02-22
2024,LD,352731,157ab1cecc0f1966ec91248ec9b3af437602c43d671361060f53e08ac8319e16,1,33553,5125129,4743782,899009,18.95,756904,64885,0,1010912,307549,1623293,NEW,1.08,116,2024-09-06
2020,DH,318442,389fe7b07b75c8ca9429606d1f4a00286bb0635e483fc7048f5a7a953fba4d6b,1,188817,4286922,2792941,83788,3.0,61750,18391,0,568608,335751,1498981,NEW,2.65,78,2024-08-21
2023,MH,145273,da110911841acaaeb10079a01631684d4f3aead5d5558d6b30c8b4bff4b8db55,1,180578,1149771,915597,90275,9.86,39809,30860,0,17563,128918,21120,OLD,1.61,31,2025-05-07
2024,KL,129764,f6ba7f19ca86013dfa5686828ffac61d4e30dbc8f92266008d438f124f72ceb8,1,25419,4042390,2953531,720582,24.4,707145,2430,0,884681,230476,1548318,OLD,3.0,3,2025-08-09
2022,WB,288729,15b0521ed440537550f9d36247f0c787c698893810286583fe89ab6e5c1c2a2e,1,64983,1328478,1155042,292469,25.32,246227,44273,0,199601,-83681,269807,NEW,4.62,12,2024-08-05
2021,CG,055548,a1470274817fea2c1959c128e328db04456bd1146d2ceb5aa21a618ceeb11330,1,148874,422472,405074,114564,28.28,130817,0,16253,63438,-42094,172217,NEW,3.99,102,2024-11-07
2019,PB,206790,8134a7532acc29ccde227ab2129b59465308faf5936b870b0d8c1ea8d8b338f7,1,196549,1037876,754510,120296,15.94,125872,0,5576,132190,71502,250495,NEW,3.47,37,2024-05-26
2019,ML,163310,163c30a778626a3500114706203d2fa7fb04227722e770428f54eb4f7ceb0b95,1,180833,2843775,1618313,48549,3.0,41601,1768,0,123683,-49339,608923,NEW,3.11,9,2024-01-27
2025,GJ,070904,a462e814eaf6499559da66ae40be674fca811e0628f0ad25caf2ad4bf3c3b0e1,0,57797,5787788,4829420,195935,4.06,85123,63790,0,703468,-111517,508884,NEW,0.88,42,2025-12-20
2022,TN,233987,103c934c03173aed82763a452c01682bc846616c91477f9d03cb9cfd7a835203,1,179465,347999,210730,16474,7.82,16499,0,25,46703,271704,73539,OLD,2.47,105,2025-09-13
2020,KL,125922,b2ad298381d5ec7c2a8b1686c7e56d2a75818fb410f1011170ac033b828a6789,0,145404,583902,347384,41372,11.91,34720,1736,0,56020,-106593,129520,OLD,5.44,52,2025-09-13
2021,GJ,071821,417b2b6eb51edfff60a4e6fa4d5517693b7f4a653e6dbcc8412498b5d7af95d0,1,93072,690364,576088,97070,16.85,103673,0,6603,25733,16510,277882,NEW,4.94,117,2026-01-29
2022,TS,242217,c8085c74239845310df461c246a8d528cf677b2b034a580a7be92a2f7c5ec9fa,1,75957,1264465,751356,155305,20.67,133903,3010,0,240955,291148,504760,NEW,0.48,61,2024-02-01
2022,GJ,070149,0b9cacf1252e5d1a70df0d1fdeb66b087927b3151f085f6f539834232292df4c,1,162820,3314877,2006740,104352,5.2,41910,27662,0,378384,-1065,725582,OLD,5.06,108,2024-10-23
2023,TR,257340,2dc847de32e9c30bd68b3f2cc1eb03f4258fd246ff45716f4672651c9a24ff71,1,167480,4955067,3660826,221369,6.05,232864,0,11495,867956,9691,1934484,NEW,4.99,26,2025-08-07
2020,GA,068994,a39259a87642f2fd90a809b7a8171b725b070624ea641c4ff9a7f52121aec652,1,182917,427752,318461,17628,5.54,18322,0,694,5023,307216,164460,OLD,4.83,66,2025-05-04
2023,ML,168274,4afc42cf60b0cbea02b743fe81df65886d66dcbee95c9fd51c917389c58792cd,0,93018,4855901,4578615,1106101,24.16,530399,266033,0,612302,-107353,2072368,OLD,4.91,58,2025-09-10
2021,CH,303799,6f8d13d9cd3b6e7e1ab5dfabe76ef9390c3c6fb4fbc2deea41e4133f95fc7470,0,54066,5492339,3672934,355055,9.67,336257,10528,0,101305,63912,893721,NEW,5.9,93,2024-10-20
2025,HP,095934,1948103c7816918147182332c9f4546d6f8fe196c6e26f8a3d6d4a9108ba9969,1,174235,614256,443739,23672,5.33,19431,2962,0,112645,185544,58663,NEW,0.43,18,2024-03-13
2019,WB,289608,7cdc7a09247a6c8947a1aa3e9049c864b6caf720016cc859846a5fd97f20a569,0,61264,2784494,2378609,328343,13.8,286293,32126,0,404420,-81067,1182758,OLD,2.36,23,2025-03-12
2019,UK,265913,4919e5bdadb22868ee4449f5d5cd070ad0cfeeb824f1597cef423af26c543f6d,0,151033,4915855,4451889,352612,7.92,391922,0,39310,554743,251732,1293792,OLD,5.81,29,2025-08-05
2021,JK,332958,9372af952536a5c42f0f1e7208ff3524ca9e3c95e7714c426af2183547ff738b,0,102349,4244804,2971879,351203,11.82,210600,121480,0,1032381,122155,891391,NEW,3.36,112,2025-08-04
2022,GJ,073385,403496cebd689c4970b6dc69b3ba67f7af5c59ae772ad3ffa3547ede77815776,1,117619,1232963,1012710,267035,26.37,109625,50970,0,100491,57012,228290,NEW,4.13,107,2024-05-17
2023,UK,267271,e9ae41cdc4dc3a9135b7192020d031e74f3934cbd4b11cc1818b57dacdaf6ed2,1,42717,1014601,830349,88720,10.68,50290,27948,0,107266,204431,38695,OLD,2.23,5,2025-05-13
2021,LA,344462,ba6e0aee749b52162f7849775873aa38919eb37e23652e67e510d5f625847a11,1,50747,2757649,1876247,104985,5.6,118853,0,13868,508462,-97934,253269,OLD,1.35,52,2025-05-12
2025,WB,288373,e18c1297500deeb96ce6256b33cd3a10490e99ecbe6d0b34965a79323dbb1609,1,130892,5108432,3070203,228376,7.44,129977,13402,0,670547,222848,670288,NEW,5.87,67,2024-09-04
2021,GJ,078641,8e8941713e75f5bda599048cc9b339ae23e51af1cfea4bcb011e325a1d3efbff,1,52713,5699477,4807408,144222,3.0,135512,4003,0,938306,144237,1413998,OLD,2.23,107,2024-07-23
2019,CH,300358,479faead84e13de3d78c54b5326c6293ee0b815070af9455fe9668a51a809ee7,0,134143,2946691,1960342,565286,28.84,583233,0,17947,719198,-86652,685165,NEW,3.41,56,2024-06-02
2018,BR,047233,631058237ae1c6b821ae765f77c16e3ec866599b99dbcaa4b65eb0a9c8016140,1,198292,3247994,2230921,497561,22.3,522721,0,25160,564888,327832,793452,OLD,1.54,93,2024-03-27
2025,SK,223699,720128d0e29684744c745b0ebcd40f1bcd37dec42fbd354567c21053f8ee40f0,1,17401,3418839,2721781,403573,14.83,164798,113465,0,128812,138528,117634,OLD,5.81,96,2025-03-04
2019,NL,185197,5d94edc42577b78585d1e866bcf20fc6e7f895ebb0c3dc0e5035a6f8ed044241,1,185152,3017295,1868151,335289,17.95,136637,127411,0,157915,-80901,13269,NEW,1.62,62,2024-09-04
2025,PB,202647,ab3ddc26c868609a32d810c510735420b3f930141a28770c264e84353a006a6c,1,35143,3943632,2578521,209657,8.13,249745,0,40088,857598,84950,821925,OLD,5.49,90,2025-06-03
2020,OD,193682,3cb52f1f0ef1fa2dc0329c02190401368cce4af72e434dbbfe9370f416275ec5,1,28545,1751406,1299217,167833,12.92,137948,5160,0,21005,304743,152489,NEW,1.82,11,2025-04-08
2018,AR,023303,7d69345a11bd5e2922aba3ef0c104f1074c1f36813ceaee1da6c5bf60c6dd1dc,0,166989,3308404,3069364,314141,10.23,141665,61653,0,421140,135892,1327517,OLD,5.69,41,2025-03-28
2020,OD,190503,35aed6bcf844cbea29de7a00707afa7cdebc25bd96747c98e8286cc47854740d,1,41608,3735550,3295017,869403,26.39,366407,37355,0,846060,100798,724362,NEW,2.27,102,2026-01-28
2022,LA,347827,8865913e0c766d1dc45640ea86d42302f1bcf6ed9f39ceb3af22fbc5394e0381,1,129857,3444644,2364977,562618,23.79,589970,0,27352,668457,-96233,545619,NEW,5.25,22,2024-04-10
2021,ML,161430,67be4df6fd0afcfd6e174142862b8e8fd01ea47efd875998c77763aefef1511b,0,22256,5853186,3979520,361506,9.08,406319,0,44813,169255,-83213,1432874,NEW,3.64,62,2024-01-30
2024,JH,103757,ab60492fdde7ceb3f2bfe5c9cc2b8ee8b3187568a921985709bd78af53e3ecb6,0,18240,4505461,4390834,1071009,24.39,877792,7643,0,834034,48495,1274463,NEW,0.77,95,2024-10-06
2022,PY,361930,ec2ec906d6ff57be21ac59a7ed1e911c216aa92e5265cb453cca6124dd790bd8,1,41066,4445218,3693777,111030,3.01,77429,7179,0,424594,34651,163963,NEW,1.84,63,2024-01-20
2021,BR,041606,59d2bb3d381d07e9acc14d24a11ba0af35229564207dc41d68ea81e047afc8cf,1,104613,4867857,4112266,266566,6.48,256405,4333,0,1096831,246771,1623927,NEW,4.59,117,2025-08-09
2023,NL,183733,0bd924b9d4755a6269742a9fb558ecc655fcd894c6e7b4c506e3ee8516bc6cb5,1,58757,3236933,1857039,63216,3.4,26418,10769,0,463525,148111,200400,NEW,4.04,102,2024-10-19
2025,OD,199187,5bc930d77b2594bac361d46fd9999a284d4c60e2583fd0dc4c4bea0ec2a3e6b3,0,45446,1941071,1155205,88071,7.62,98563,0,10492,266301,-48228,337803,OLD,2.2,14,2024-04-25
2021,NL,189441,26b39f58fd67ac3a976aaa11934703746f235efb4fcf7cc3bab500c752ec5f8a,1,167687,3284281,2222193,160846,7.24,97291,62947,0,7152,251426,527424,OLD,1.25,64,2024-03-06
2019,LA,343817,c3562d5de93ce9b08b0d3655687bf1744f76affe3603544029906bceaffee5d7,0,35628,5543988,5056476,1457162,28.82,805412,458788,0,346022,426755,1419941,NEW,4.99,88,2025-11-26
2021,ML,165051,1ba3de632bfeee3569cfebbb92e3bbeb1dd1ece5ed6adb01bb43d0f0bfcdfd48,1,19941,5293714,4984496,522198,10.48,338715,74468,0,546250,369356,1642430,NEW,3.77,90,2024-10-23
2024,PY,369856,e116c979a59668088a7bb6b1b47504e38e197cf024f1bc803521980853423606,0,22946,2220295,1403543,159540,11.37,71949,59819,0,401827,446529,800123,OLD,4.12,63,2025-01-02
2019,AS,032348,82a503f9c7b3c8f48ea71140f92f8373be27d0f6ab176b32f15a165dd9bc1f91,0,176541,2976149,2550871,81424,3.19,57945,20479,0,386936,153612,705988,NEW,2.93,49,2024-05-12
2025,UP,279447,4244114c2ea8e3d276e14166af6faa97a515f2a3ebd8b8406b730fd5152a3f25,1,95670,1743104,1613903,48417,3.0,47051,312,0,371516,85452,121888,NEW,2.17,39,2025-09-14
2022,SK,221057,b784a2c76455f0b1c9886c5e4c1f170301325ff045f9ed3ffe4a74f80e27f454,0,194414,221265,205317,14414,7.02,11510,2081,0,1900,-88291,69295,OLD,2.36,44,2025-08-03
2022,HP,092258,0762cd631fe1acc3ac7ba584a1833b8e9eb9e558af725c07ea928c9ba4bc1877,1,161640,1971867,1473550,63443,4.31,59280,2555,0,159173,268144,424858,NEW,0.28,4,2024-09-25
2020,HP,093383,64cb431a8d890495e4ff3659b82f1fb8aacfad701dfd46f81103901a43d9143f,0,57066,740957,489976,54032,11.03,30853,17009,0,110697,130847,196368,OLD,5.67,103,2025-10-31
2025,UK,260370,b14aca5b695e647c5765b76c12ef682b16c7d576974213ef11281525d39726ac,1,158335,2247313,2160121,128601,5.95,92375,3048,0,370107,242145,448717,NEW,2.26,87,2024-10-09
2018,TN,238157,1a1e268bacd3f5bd8a8f0921a80a81a60a9c650b5f3abda4fe2f0d2ed91448e0,0,91790,464108,310456,17700,5.7,14435,2393,0,58293,51634,86942,NEW,2.95,36,2025-12-12
2020,TN,238554,bcf9eb8cc8cc24360376cecd0be120cacfb47c91f917b4e2ad5c15d67ed78242,1,112458,2004044,1319981,273515,20.72,234688,30596,0,199829,-24717,632499,NEW,2.21,18,2026-01-31
2021,AR,023833,11059fffb4cf8856c35b62e44cc263f561d48eef970e884d08a6c1305d0483af,0,106336,4329310,2764020,833279,30.15,457567,258201,0,77446,273326,1021062,NEW,2.2,64,2024-12-30
2021,SK,228363,804a1248228292733850f121cd4fec9ecd98c821a7489ecdcfdc70f669670bac,1,151907,5085938,3961896,118856,3.0,124339,0,5483,885261,101270,1986103,OLD,4.15,102,2025-03-22
2021,PY,367725,237f0257ef868385e200ed71a25cbb300c210cc1cde090e50e380f3da53603fd,0,41932,5341699,3184129,718906,22.58,339447,61223,0,1206858,181434,1787069,NEW,4.06,119,2025-10-21
2019,AP,018014,e714db02fc1ff0f40e49fa64a78cc422ddf4d8d43a92da74171e7fe694d7cac3,1,12828,3432743,2730389,575957,21.09,275670,221724,0,694133,438968,735775,NEW,4.88,33,2024-03-21
2019,MZ,178027,20607507a4d057052cb56c559414eab72061f2e2126a99048b2972d76acc12b1,1,146583,3346241,3198291,598775,18.72,359121,155225,0,586621,40381,322556,OLD,0.52,54,2025-01-10
2018,NL,185734,be8b0487ef9c8ac9965d69927934c8a747a66baacf136aad9187eca04e4a7931,0,190821,5810725,4457620,987520,22.15,911894,74388,0,921233,-47226,45954,OLD,5.26,72,2026-01-23
2022,JK,331108,cc7ab517d970056fcf9e4f0cb2a436b4789aae7988df98cf00408f88b48dd6df,0,116419,3400312,3281639,534197,16.28,246622,130773,0,656294,285837,314290,OLD,5.74,72,2024-06-07
2020,KA,119234,c81241048a0a5bf1eca92e5573bc592867d2fa6726bf8922d4877878ea82bb29,0,24380,641140,602320,178656,29.66,72566,24328,0,124498,207850,81150,NEW,5.94,36,2024-10-22
2022,NL,186086,b44be054102f0a7833ad725b3f1ff88ed065a3f23ea2827a4e7841412493f3b5,0,23323,5625129,5010244,253678,5.06,197296,43398,0,9760,106957,298980,OLD,0.86,98,2025-11-01
2022,UK,269012,60cae73d7201eb45804d1ab28f31953bdfde93df537bb6c3d0114fe6786d6151,1,109388,3741784,3036325,460113,15.15,311646,111131,0,334747,221533,1126617,OLD,2.97,85,2025-07-12
2023,AS,039590,fef87c0f73838e8104568267261fe6586ff91e833ff272b97826e3ded0fea8c6,1,179300,4049915,3761121,785970,20.9,412946,194980,0,878885,406185,594264,NEW,5.64,100,2025-01-20
2022,AN,291871,2bf6302191d47eb65ae6a84615224539228eeadd433e030b999bc09dfb1922ab,1,123146,711742,561310,163219,29.08,150934,9165,0,151384,-24511,9687,NEW,4.58,16,2024-04-11
2023,CH,304021,d61a4cf66c839af57405298cdc4e4b4a79ac57b474715cad849f0302756f7b44,1,61136,2897744,1851938,288864,15.6,263774,7792,0,514317,330771,569681,OLD,0.46,82,2024-05-22
